sample,order,type,batch,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
674,713,S,8,2009125.2,148364.22,4753.416,49068.73,8722.872,4073.159,507.1555,15215795.23,623479.7,40694.1627,29726.07,57023.826,13239828.4,33237.69667,18126.587,13906293.89,31662.284,73483.16,41777355.95,193000.845,2645.09,5321.041,177.820375,1980.887582,12143.549,85095.3383,704964.9,995001.63,232629.225,18955955.27,10636.1665,393511.29,13613995.66,235562.146,63929.927,523676.656,25096208.29,286590.6,48408541.44,88393.99,69758.685,7312.896,3769203.33,233482.495,14242.719,333941.675,8987.227,486670.1,2643.814,4471198.95,983385.098,1523455.925,233734.18
675,714,S,8,1786192.7,132236.56,5472.102,40719.65,12573.672,3278.542,3952.489836,44746700.85,737489.5,80591.961,31885.39,43918.857,22721617.01,21547.41428,20772.077,4550826.26,24744.588,57876.45,35200581.86,97824.65,2528.185,2889.486,582.147887,1509.570589,14768.067,37217.924,843279.5,539973.03,191909.012,15149268.84,6367.0967,266771.71,7193615.93,120481.616,62137.353,206500.5985,19895319.76,320211.6,32410988.22,123171,33092.647,9829.5024,3324253.71,519692.206,16998.184,182656.477,7510.428,61656.1,2787.027,2771518.11,550462.34,1022511.107,169732.98
676,715,S,8,1774859.1,119708.54,2808.048,45275.27,18745.368,10533.693,1219.983544,16209929.16,339802.3,171705.2298,23347.49,39114.041,23301034.11,27995.6498,22168.96,9625325.83,14880.198,60453.38,37012934.53,139069.246,3025.042,5388.804,340.286909,2662.832049,45207.592,77720.8304,731544.5,680874.05,181851.0445,20541179.31,6513.7901,443490.12,9707649.57,208546.434,184294.189,612999.1895,21242228.13,270984.2,39458794.27,207470.41,39739.709,13786.591,3700003.03,189605.139,14741.257,161133.786,7819.859,12277.53,2426.64,5787616.91,487225.744,1416271.702,233928.38
677,716,S,8,1715862.2,166872.03,7182.122,51997.46,21408.494,5064.292,2786.922833,18034329.58,606128.3,67063.0609,65863.73,57309.2,13603620.16,25898.42461,17354.104,17906705.24,23325.462,65358.33,41372367.51,72807.769,2522.1,4062.084,118.481988,1930.22239,2277.462,45397.0185,701696.5,872904.08,131910.787,17323896.12,6394.6795,441697.53,13243192.55,241374.132,117048.161,560598.5775,21466709.75,279951.7,60245865.39,681651.04,71161,4602.5455,3392466.8,217313.843,47461.103,369255.264,8540.11,656192.7,3658.445,3301526.63,604489.774,3093269.191,369169.86
679,717,S,8,1888801.2,132154.1,4501.622,53432.56,8248.277,4648.329,989.0388217,10084808.62,335029.5,52191.885,17926.29,44713.918,17583270.08,23309.05745,14045.975,16491104.59,20222.891,73204.5,41889095.22,109629.6265,2586.401,4137.932,204.554286,2100.36239,18247.124,59558.5844,503147,575529.05,143492.801,19237597.29,7850.2906,422637.54,11722329.44,228355.116,80802.965,530527.3265,26395207.2,233784.6,50789875.19,571900.08,34258.82,9110.0251,3065393.76,551021.218,25053.071,191089.917,6330.655,143649.5,3302.707,5611484.82,722772.136,1923662.951,107969.42
662*,718,SR,8,2027371.9,157181.78,4788.333,46797.42,51338.395,5789.859,864.8256158,12430465.35,497695.2,18934.5185,32132.78,60469.882,10048463.94,16796.356,11988.444,9673838.8,36291.593,51362.49,32222845.26,31528.688,104696.202,5946.478,301.411298,2268.869659,69629.527,11025.2214,588291.4,231079.88,122018.4055,8371185.25,6825.1519,211586.7,10537971.83,201916.334,46545.42,361828.0685,17632074.86,211225.8,36895513.32,305987.31,40889.814,5412.04,2205722.85,268399.333,5352.208,121031.674,7890.813,1608.564,2273.789,3786579.19,318534.15,1707002,348328.19
680,719,S,8,1825968.2,155322.16,3456.916,49836.82,14534.387,6377.478,409.0902805,15136703.02,344623.9,25551.4683,25780.76,61607.005,20903852.36,27617.86591,12770.94,19012636.39,6294.253,62149.49,31021746.99,73135.675,2741.904,5175.094,100.191221,4422.773282,11151.174,21155.1612,727897.7,623037.06,162007.7335,11691558.02,8224.1056,317321.08,6751258.52,83988.89,40416.993,486756.762,19405806.19,187044.5,29684762.76,225719.91,25164.438,8221.7481,2070315.47,315791.92,6295.955,305003.062,6757.263,50628.75,1557.047,3033456.55,636401.7,1196361.498,166856.82
681,720,S,8,1631787.5,170885.45,4344.929,48476.53,48220.444,3910.804,2588.360955,47049192.25,405061.7,32987.6735,47912.62,68969.668,19842362.71,30025.61474,19128.944,20722285.95,16051.808,66137.55,34203354.11,292452.5445,2454.306,2352.84,546.496,1830.340216,30180.243,12788.5878,707488.7,633008.19,145412.384,19536846.22,9755.7461,426259.4,8296635.32,170225.564,189980.463,857115.15,13926451.87,220222.9,37169282.43,275517.67,42848.725,6101.7479,4725444.74,453884.525,8955.852,142457.67,9512.575,3745.666,1141.71,1543849.25,1291392.259,1114596.147,160320.83
Pool,721,QC,8,2238758.4,138468.44,4650.401,55058.12,26799.944,4255.953,693.7731108,26311924.26,339926.8,200398.5849,32479.52,58606.282,18964397.87,16119.87518,15660.634,17740328.03,21076.303,114393.02,39820671.08,140237.727,4080.08,1446.004,626.349584,3056.728361,29820.884,51874.2067,683112.9,604071.83,162360.8645,16392428.17,9076.5682,436966.94,9480525.74,188995.526,146363.184,624175.526,18946674.83,227228.1,50042629.37,293040.23,41602.781,5646.8064,4114764.17,199995.02,33445.543,182934.769,7827.709,33820.87,1410.385,3317806.98,517177.068,1576005.759,135386.13
Pool,722,QC,9,1979424.6,125376.18,7114.454,51702.99,66513.7955,6540.965,5049.363,49513290.17,473496.2,89957.6097,43428.779,72394.16,20770436.7,31958.43321,25476.765,22786390,16265.821,116380.51,37172523.86,131076.293,2848.329,1632.7632,307.994,2435.927002,300963.92,32520.5879,1517330.7,1172302.538,266363.6845,18896058,9050.5056,357130.133,12776053.16,329987.076,219283.8728,1057768.011,31236959.8,273690.2,58638970.28,297966.61,75571.325,26493.103,7489381.07,222013.7605,35668.444,420924.7295,5580.804,3432.8717,1292.6678,9904043.37,851348.218,1733473.862,263090.58
Pool,723,QC,9,462775,21818.68,4109.579,26321.24,2263.9906,12219.357,NA,21645.43,283552.78,13755.5438,22947.503,27216.25,108399.8,75.3875,6115.526,34876.3,9994.608,30260.34,19962.199,132.269,1605.506,3473.8398,86.26428321,286.2687784,126063.15,1100.3053,861717,13142.615,712.8863,149442.8,3007.2799,23107.854,69584.05,7795.1,3573.80525,503.6534,208043.4,255253,333434.57,17190.31,88054.492,5255.72,71878.82,2390.47,6715.024,4414.667,5067.37,4413.0867,3575.039,33721.58,5020.242,11785.769,205403.161
Pool,724,QC,9,1813851,108741.2,5544.172,48724.03,44705.1545,7371.619,6189.728,49128167,451424.36,39099.1783,36382.738,70784.58,17434541.9,27810.05212,21603.718,23249620,17982.355,114397.86,47553103.61,166951.75,2991.382,2570.0717,269.506,3036.987011,315143.52,23141.0169,986942.5,738499.283,224737.4251,18809027.2,4836.9047,382940.543,13024418.23,395516.346,69375.50208,611201.0555,32873669.5,269789.78,59645246.29,283019.19,100860.225,28883.62,6527428.91,113724.451,45409.691,415588.101,4818.806,484645.3351,2096.6747,8251851.77,750049.41,1469184.087,195803.515
634***,725,BR,9,1576555.6,87332,5265.984,28329.84,68707.8045,6149.639,2846.582,39137459.64,401674.97,43835.6584,28209.08,49630.51,22694637.8,25531.924,16703.569,22368510,9140.137,36472.76,38682495.53,91732.6535,1917.027,1699.395,823.518,2092.898248,65718.21,21532.1826,1148077.2,519995.104,216065.5115,14934240.8,5214.5507,303407.738,9959030.55,107894.738,12490.12472,937125.5665,29872324.9,255299.64,43760261.5,192835.59,89620.787,8699.529,4576574.68,25356.895,14251.614,444154.7715,4380.533,5257.9059,1613.9015,5025215.51,672526.828,1376803.983,225373.294
647***,726,BR,9,1494427.9,84426.71,5136.502,28141.73,23503.0765,4714.377,3557.8375,49750432.25,345390.61,30475.3444,23989.743,62994.01,24918076.2,28427.3338,16480.068,21166420,11480.65,40720.86,37737647.57,175264.855,1088.618,2457.4181,222.4182429,2659.2645,188114.96,42815.5751,876521.6,573877.341,296481.685,22377764.8,7516.5816,404972.82,6102083.35,186882.652,44011.81568,693884.84,28306175.4,220124.85,49045035.69,98186.96,78016.703,27746.824,6572922.07,131416.9605,20474.37,313361.415,5734.787,497.0618,1448.551,6411497.92,592255.168,1004367.914,171561.784
675***,727,BR,9,2091224.8,81668.4,4765.512,32357.34,9974.936,4353.213,14720.1455,49219860.84,237450.36,36573.5916,34702.518,57850.71,25185950.7,19394.04042,19585.482,8340407,34119.03,42898.58,30206030.24,79692.927,1733.521,2518.0966,762.5580319,2199.632017,97262.05,16709.3719,903644.4,653098.001,208459.5775,18479012.6,5659.023,332332.253,8501640.51,127308.002,23977.47897,307340.245,16922013.8,236214.77,35801641.98,87883.57,59034.022,23707.088,6982439.09,118030.506,16782.614,170503.8335,5632.817,59426.163,1802.4148,7412141.39,827467.686,863707.874,209922.376
661***,728,BR,9,1926990,98716.92,4748.714,29995.19,25472.6255,5245.394,23338.601,40972309.01,279943.71,50627.628,35889.995,64149.75,24667393.9,46864.6355,22426.029,19985070,10705.557,34878.5,52968089.3,147071.925,1466.914,2343.5496,832.128,3793.355708,168212.04,18972.1155,825849.4,536514.406,263842.126,18021053.2,5088.7748,441292.551,9476542.91,97647.824,99082.63327,395211.2795,25966949.6,258116.43,44229904.06,399298.59,88412.857,37213.194,8206531.24,76068.469,37464.641,303824.282,5330.5,15481.5919,2357.6797,7353080.87,910979.734,1510971.11,185906.983
639***,729,BR,9,1884770.4,137879.42,7153.45,38005.48,20538.84,5273.959,3414.817,42381224.77,296529.72,49513.8601,33006.27,75674.28,26033862.2,36385.75703,14460.642,20397400,27138.088,52089.14,50003963.99,205703.068,1629.005,2176.5922,823.466,3571.546285,138884.61,86691.1759,977909.9,1202727.981,276904.526,22877588.5,5599.3508,567745.861,13991637.83,315652.856,37250.59129,800448.159,33942349.9,266569.78,55250911.33,167014.51,83043.564,30322.932,7197987.82,107426.5818,29523.435,394949.915,6162.27,3374.538,2508.7421,9505702.2,935335.686,2017641.894,246868.407
682,730,S,9,1426957.5,79388.95,4512.512,32281.26,56869.4945,5222.929,466.637,13407231.18,322593.89,20309.5172,29467.53,62174.05,20178138.7,28130.51112,14910.318,21805730,13984.607,46103.52,36577853.68,81887.516,1937.266,2535.4096,926.3296622,2433.4535,81114.3,62415.9088,976842.3,469813.12,220939.4835,13594012.1,6295.6383,290217.9,6329123.61,215813.28,7888.249275,231513.535,23246758.8,294846.26,41534594.13,2213643.24,40995.563,15560.731,3554090.38,54365.6171,173901.987,195979.104,5447.024,590.2555,2311.8816,5814584.76,637836.22,902176.266,208742.664
683,731,S,9,2803969.9,160725.95,4502.308,40151.19,38202.416,10560.955,347.604,44912871.73,313274.92,45541.5683,11168.872,64763.62,20108777.2,7688.101689,16061.933,24439970,12134.609,50753.12,55688418.09,136915.845,1513.63,1848.975,441.6062816,3098.145575,207431.68,134755.2667,899459.8,672027.305,188254.1584,12140178.1,3223.8811,333327.059,7033911.39,184861.716,185292.4396,543184.838,25163855.2,210666.11,48132132.65,3295723.81,73101.917,30177.277,2760106.17,152534.325,250282.109,263121.086,4949.31,45980.3956,2441.8189,5947120.45,428462.28,1086422.201,186464.649
684,732,S,9,1634079.3,99852.18,5412.082,37727.12,21330.1855,6338.284,386.3945,49349447.04,289741.48,121427.0993,18571.007,53496.64,25647092.1,8955.216495,14423.659,20366960,34456.69,56007.84,46876283.51,116142.0365,1520.383,1105.6138,172.196,2066.286824,148771.48,62820.6396,851123.7,449014.76,225205.123,19074178.9,3800.8124,392990.793,9643155.24,407324.962,7312.610651,420098.6145,29485818.7,218805.83,50899808.16,147630.36,48412.676,17039.091,7231766.27,174363.622,15534.237,295864.223,4381.531,38565.9691,1295.8193,2870161.63,631458.796,1496201.963,386845.336
674*,733,SR,9,1830679.7,126393.18,5161.63,30507.73,11134.087,5278.611,1281.57,39316190.61,294219.51,53412.0045,26913.935,67211.13,20467199,15245.79099,15192.65,25013650,21491.64,45887.87,51014315.95,126376.559,1273.637,1135.3504,370.1730828,3970.684323,113713.99,40774.4248,669844.7,994394.006,218327.0775,23432236.4,3814.5455,460508.039,9940938.54,189396.602,277185.1147,707358.8745,29919346.5,179761.41,43983028.28,64878.81,78630.941,16373.331,4535052.95,53642.7495,22273.609,310223.161,4700.164,116269.6607,2030.8149,5835447.46,1180131.292,1236511.355,153780.976
685,734,S,9,2208977.5,123310.38,4906.324,32553.97,13809.146,6360.218,568.2015,38363991.88,247361.11,24174.3273,22557.86,59249.83,18427186,18098.11323,18290.738,13878040,11997.773,41170.84,41347463.33,148643.459,1220.413,2325.7865,582.28196,2463.503748,95940.49,45258.6474,664715.5,1158284.093,208173.1465,21032688.8,4496.0583,367110.66,10356727.72,146319.324,21921.6544,311043.9645,28453315.3,231803.05,47035140.05,76754.78,34742.75,15232.181,6775561.13,51523.5075,19499.027,236068.849,4236.671,17188.2954,1872.2006,5484499.11,829900.908,1602748.035,196447.826
Pool,735,QC,9,1663916.3,99319.39,6218.726,44152.88,28422.2595,8571.551,5344.5,41848199.9,420445.1,39255.2662,27703.968,58667.55,21989364.6,20760.3113,16665.824,30814450,12996.818,97450.53,46252888.22,117264.0665,2720.67,1298.577,867.7994427,2433.222,129575.27,34682.985,786369,647002.451,260866.9295,20971220.6,7137.6178,389529.751,8550705.57,156043.464,93525.11677,321210.9295,20969570.8,214406.98,48508651.41,202042.68,65325.061,20093.228,4820170.7,318731.264,35788.599,268530.8295,4960.934,7440.8451,1449.4349,7542482.61,595160.124,1099241.427,178599.157
687,736,S,9,1713766.2,97762.79,2879.684,30730.23,16014.6845,7891.707,715.168,46820722.29,320761.87,48564.5995,22229.18,56193.28,8591813.4,10715.13722,14394.936,16082200,15810.87,64545.79,54891429.24,87715.4825,1407.761,3020.5323,149.670816,2348.665,131387.74,97132.1862,628322.4,499806.253,148256.0755,16566151,4488.0127,279337.905,7342399.42,263120.75,19491.79031,435269.9775,24878988.1,152189.61,41404969.49,218048.07,78902.695,17845.739,4445250.63,108964.3515,20448.559,184586.2482,4647.928,41439.912,1357.6438,6431719.99,1058055.738,1076090.148,156655.161
689,737,S,9,1787552.1,91767.32,4701.556,25675.36,20677.29,4849.052,1492.579,37101099.06,332968.48,59960.2992,30509.357,59447.72,32022342.2,33800.08977,12840.591,24430040,8844.011,41694.46,48571281.78,75849.832,1834.479,1757.0878,473.6963301,2894.397,83730.57,29504.9799,1003149.9,532984.99,172497.932,18492920.5,5647.781,324897.401,6939315.51,120639.634,41459.59693,234293.879,24038895,232002.99,49642725.07,76381.49,30584.526,24305.258,4381311.03,203037.1775,10601.329,215272.88,4404.462,2223.6247,2669.1132,3888162.34,972384.344,1183344.829,238659.448
690,738,S,9,1497706.3,123467.22,5053.176,34906.25,22622.1225,5999.289,2759.785,19353294.71,265904.4,25088.4076,24679.338,70160.68,20415768,16709.57197,16414.011,22928090,17641.029,41665.71,38929316.7,111030.708,2065.43,1674.745,267.6501178,2966.393,121599.34,21735.1143,560885.5,730402.047,243721.194,19418461.8,4215.541,365685.574,9156730.99,162406.372,18253.4555,647596.695,25416379,164711.49,46566697.77,69401.82,59524.014,14466.146,6228345.38,235198.1675,40322.577,319078.9985,5370.647,387400.04,885.9447,5180130.86,571571.956,1641657.805,185560.775
691,739,S,9,1624181.9,88093.47,5223.388,28735.8,51120.942,3591.086,424.168,22295043.09,332893.4,55673.771,26363.207,46363.32,24046131.1,10640.33431,18882.182,15299110,19825.307,39707.96,34908109.13,120785.0835,1944.855,1643.3608,532.8862409,3094.7815,89873.02,58896.7728,930998.7,660362.271,201772.207,21908911.8,5973.697,423329.443,5925229.05,95936.05,15446.3865,242647.1025,26753853.2,229585.82,45437520.02,102669.8,29280.729,28121.662,8827770.34,133273.395,25589.63,226035.489,5146.514,1461.4551,1293.4422,3899963.58,533445.938,946789.028,142030.897
692,740,S,9,1751483.6,93027.45,2936.778,35038.91,37095.847,4912.796,355.626,33575949.64,246111.43,20897.3031,21955.907,61362.39,23141360.2,75034,19577.439,22436240,17339.547,30775.13,52143107.21,134166.282,1483.449,3221.9439,861.8956887,4682.896592,127515.18,14076.2594,487643.4,520144.633,208911.488,15992649.5,5431.6584,296283.508,5821144.17,284613.908,12014.80833,283496.26,31702584,179479.79,54648364.43,210010.46,60373.413,37405.257,6242170.42,200566.6355,21786.552,192041.776,4986.379,59607.8198,2279.3226,7460938.23,604883.026,1125668.833,205852.525
693,741,S,9,1757080.7,112128.76,5846.294,28495.51,46827.1395,4568.334,427.276,16702668.55,307199.19,31643.6897,32851.454,60759.15,28322672.4,27564.28771,16523.889,13034070,32286.988,37351.88,29180642.49,108552.1225,1771.81,2991.7242,486.3384891,2658.607433,93676.07,27889.905,723339.5,547597.312,196990.7865,19925571.6,3823,354743.428,6951760.1,122647.806,284725.326,467593.1605,19050535.2,231834.03,45314801.16,48279.94,37526.993,19603.233,5138865.3,181769.426,26250.671,159960.127,3852.308,52478.7745,1975.3882,6727389.54,363599.69,1137012.781,163975.002
683*,742,SR,9,2268661.9,156230.49,4808.448,34902.68,35403.42,9302.545,932.943,33831785.96,280097.9,75998.0896,19022.888,63169.21,21512878.2,18277.40628,12595.644,20891790,11686.534,47538.77,49474573.04,96398.6375,2199.151,1899.5636,263.673025,2005.959847,160628.56,216140.2229,616039.7,517988.413,191072.4755,10444497.8,3486.922,307594.082,7499653.07,139742.888,19642.28059,535289.2155,23776359.7,149780.58,40694490.09,3050966.64,36019.177,19713.005,3390506.68,118789.1555,332323.957,154162.496,5082.733,2293.6865,1765.5668,5627458.69,390447.97,878012.629,141523.976
694,743,S,9,1827342.3,107750.17,2266.84,27790.41,16652.626,7079.421,7966.566,17604857.62,290734.44,32071.5369,20271.695,55400.18,27670406.6,32606.9098,15765.525,14284770,11482.859,48417.18,42525141.91,200350.6865,1459.064,2221.6617,203.28036,2472.575304,138368.69,20887.8369,611017.5,741303.831,194557.1645,21253529.7,5355.0373,411255.409,11019180.3,241574.724,48356.91494,705621.6285,23267710.9,133974.18,52735892.65,122877.95,63646.757,20485.245,5601199.37,66510.1635,26347.335,219775.211,5012.793,132033.4285,1512.1561,5770071.19,398008.616,1238074.09,373883.148
696,744,S,9,1854517.5,80185.09,4915.876,34356.31,14126.7315,4763.267,2049.37,20728372.92,320357.17,7239.2506,26063.928,61538.2,16352164.1,43496.76148,9784.891,13749050,8357.432,46754.88,35446689.84,82759.526,2028.194,2455.1997,66.05341174,1371.9735,40564.78,11862.3296,514173.1,366339.837,123580.0405,18470054.4,4279.1202,257238.822,7801854.91,111185.944,143441.3864,278423.043,19212987.1,158579.55,32278663.84,151043.61,33793.675,23303.178,4219981.17,156724.6285,18435.952,131118.8985,5792.621,21374.224,1839.6749,3719076.47,413867.44,799559.423,172496.768
697,745,S,9,1519436.6,52298.91,2937.862,31412.63,40308.57,4115.76,13126.354,33254796.23,332563.04,17841.6805,18037.716,39755.14,18175160.6,20944.84237,16774.311,17636530,18657.168,50361.32,38514607.97,89509.3425,1886.641,2328.0769,192.6105595,2584.218,93912.4,30544.127,730756.9,395990.563,230835.382,19379016.8,4683.6365,387052.628,5473271.09,263023.396,29001.06561,274061.002,18470265.3,199448.3,35089623.08,125520.94,54605.627,14383.069,7291158.92,83995.0425,20304.201,213383.576,4363.377,357974.5405,2398.3328,5578175.81,456365.096,805501.741,124422.533
Pool,746,QC,9,1577485.5,112751.55,6878.452,44772.89,25866.6585,6448.543,139.5881125,30630018.24,333016.14,39867.5555,32662.309,61099.73,19390073.9,10536.06322,15224.266,17710630,27264.605,106545.31,40022255,120157.041,2673.859,1764.5112,184.4329296,2736.177,120760.51,43116.9563,861526.4,634277.897,161928.032,19622567.2,4051.7437,367232.09,8462669.71,231324.771,215106.8226,480558.513,26469801.2,193456.83,44127515.88,229909.86,51315.528,22001.233,5887206.43,61813.4545,30800.691,239687.809,5385.332,466.3776,1086.5981,7000972.04,664957.862,971899.722,238234.958
689*,747,SR,9,1533756.3,107246.1,6597.084,31501.32,24210.1925,4397.941,287.517,37658243.29,241450.01,25955.7124,32048.365,62193.92,30787684.3,8228.564046,10942.302,25426040,12527.545,44492.24,43393304.66,43475.5075,1627.383,1871.5444,535.9788547,3089.244157,75697.74,44286.9523,568670,417457.144,171406.8715,18898726.5,4823.368,328244.931,5741710.77,150160.452,25525.61512,181827.7615,20797842.2,130717.84,41189199.58,88035.69,32100.411,25964.366,4528305.37,67098.89,14859.684,169300.191,4340.232,102807.0862,2019.0577,5351822.73,717950.53,835568.005,249723.899
698,748,S,9,1660835.8,195599.25,7248.486,38704,17618.988,5278.347,1558.034,32699579.02,214094.94,39864.1289,17489.747,121084.27,20827742.2,13718.34699,15233.361,19853950,54155.644,61078.04,59628505.41,98681.2475,1731.95,3077.9741,412.0756714,3868.13,110264.73,199098.8712,680376.7,916311.334,138084.9265,18439341.4,6222.7091,363697.575,10166195.57,629782.088,37099.7211,438686.8,30372320.6,185170.23,50372221.17,66220.81,54105.073,25984.132,6138684.75,117770.9065,21187.56,200223.5705,4269.876,463927.5574,2502.8086,6690991.94,302053.814,1078531.087,161688.147
699,749,S,9,1397884.7,70445.65,5595.008,37309.16,33793.1815,4939.523,3622.418,13719906.4,267427.92,23511.6791,24407.735,53042.11,18697574.5,6430.401271,14922.617,12296240,21374.161,298096.22,37474770.46,88516.948,1511.485,2973.5522,686.9499013,2236.515964,122794.13,24724.9473,695169.5,426289.881,176337.8855,17900065.2,4619.5607,384949.811,4654537.13,95319.59,195963.3335,147578.4615,17885431.6,130391.45,31403100.79,189336.31,47702.976,37368.411,5513348.19,111915.1895,17056.146,143304.3355,5176.34,12010.0915,2427.2329,4677744.55,839298.388,844952.267,154819.134
702,750,S,9,1377284.8,108077.66,6980.364,35814.3,17512.1125,4244.435,420.707,18343982.81,240868.63,14458.0205,26062.225,58722.58,22886600.8,16045.00795,8083.861,23135280,10702.561,45969.15,42654870.9,126017.754,1412.05,1647.5931,569.03,2180.754599,59663.65,92201.0506,579915.2,1052155.619,193059.3318,25229888.6,4512.9034,352461.114,5858930.42,194384.734,58638.72102,485196.27,23847835.3,155183.35,69637184.95,93647.08,33503.912,10783.736,5557883.21,45318.277,15419.227,236533.5295,4539.34,17787.9752,2047.028,6773899.97,421606.336,1156874.208,137289.425
703,751,S,9,1625420.7,85753.98,2804.849,34404.08,21292.6285,6520.11,3401.052,21013618.23,261644.74,22535.7,26005.914,67414.62,18590485.5,30924.06175,12737.332,8786678,29373.335,48498.09,39738315.76,108665.666,1675.023,1484.0121,1590.030672,1669.713181,75054.56,33070.9701,467757.7,736950.886,146104.9025,21521334.8,3637.6128,429893.158,7709320.97,144450.41,78420.1967,569902.2725,24460067.2,112308.72,55391459.09,140784.42,37821.57,12273.179,6033411.64,56818.3765,13762.776,179109.632,4358.727,3498.0345,1645.733,6704800.16,469841.136,841289.028,139878.763
705,752,S,9,1629583.2,104823.48,4836.51,31306.01,24646.779,4529.194,140.3168383,26222387.52,255209.43,8626.9212,25087.034,61826.89,23304290.8,11030.90989,13147.042,20967030,11427.852,37704.77,44743602.42,66086.9005,1423.626,1804.6969,134.8127526,2348.472145,62689.63,11354.8194,609983.7,449331.42,156352.0366,19989663.3,5761.3717,468634.137,6022594.55,122538.168,14828.333,362107.995,24638887.8,187146.27,33670717.45,124883.74,27167.831,12137.599,6093555.97,37234.5225,11475.821,139782.385,4094.006,18009.9682,1559.2726,7977235.68,893957.522,1106499.103,165460.93
707,753,S,9,1764804.7,120806.24,4283.282,28633.38,22632.6965,5541.909,1414.82,55471442.79,260572.76,18744.7945,23663.51,47391.06,18239711.8,35093.60227,9703.046,19607470,16895.403,34091.55,34699106.23,72578.0645,1844.633,1730.0006,252.0339652,913.822,58332.61,19991.2547,600847.5,554652.178,177029.25,22644804.2,6117.2751,494091.363,6919046.83,142615.304,15064.8527,332321.379,22828991.7,210391.99,39851775.8,276008.8,32086.181,14651.162,5847403.69,65574.536,12715.366,200123.4845,5259.28,225.33,779.2941,4403162.82,626605.27,770906.732,308782.285
708,754,S,9,1804808.4,115618.04,4323.292,29390.23,21699.1865,5410.976,911.4255621,26623947.02,281809.8,22356.4793,20055.467,67029.98,13344919.4,5994.23927,10719.112,15707560,18227.563,43182.89,45916177.21,82861.066,1856.964,1066.6959,411.2167055,1370.475,93841.49,22036.9053,746670.1,435445.33,181779.0109,19960662.7,6001.3476,369231.94,5298758.81,89880.936,34191.61156,293108.1555,23236907.5,111143.56,28772378.21,62817.13,42112.997,15989.08,5135878.75,104023.2979,15814.835,167418.978,4786.694,5533.3868,1704.6392,4481899.77,713031.58,1061501.84,147809.036
710,755,S,9,1815671.8,78023.79,4697.016,28872.78,14712.8485,5891.74,10263.1075,40967047.68,289300.66,31521.5565,23726.673,53077.29,17695915,43203.37892,14675.054,26907100,28176.203,41363.21,43380294.61,70063.699,2000.335,1629.273,280.2108499,2434.902,76400.21,22825.2623,421252.4,365243.577,210490.9285,18441113.2,6353.548,467868.813,5531231.44,280323.374,17572.3371,595661.14,25224681.3,117110.26,32146311.99,268930.82,38268.453,11916.121,5422068.66,112938.203,20879.563,197023.4675,4910.695,7255.1774,1736.8249,6156281.41,427913.468,1283804.794,194263.354
712,756,S,9,1600247.1,114711.23,4511.828,29386.92,10607.7922,5366.148,NA,40444036,201180.69,38350.0465,16910.257,55318.23,24449327.2,23666.27882,12086.998,15783700,17469.241,38852.52,45479700.79,67900.7885,1743.118,2609.1892,282.2397838,1915.329,42000.46,37857.6955,738964.9,668344.647,103585.4405,15760641.4,4858.6584,390891.905,8790889.11,183355.09,12888.96644,453602.7585,24229143.9,92892.48,38202897.52,76076.81,17118.847,37508.798,4959250.76,49608.8967,16617.276,135955.616,4494.383,51877.042,1638.3042,6719552.94,719008.928,1198740.269,129546.517
Pool,757,QC,9,2038740.1,107426.66,5332.932,41338.65,34806.158,5789.171,211.972,31956067.54,285822.97,38021.4791,26965.423,71901.9,19861043.9,20361.89816,13398.483,17243130,15010.296,104218.32,42223853.89,72473.735,2908.968,1915.6887,250.3290103,2979.452214,86893.1,40815.8363,499154.7,604544.244,183641.877,21259708.7,4937.672,417470.492,7680950.56,158137.976,59178.92806,349273.438,24290329.9,133921.75,40561171.47,251407.68,37896.658,25212.243,7087776.39,51165.993,36333.079,165685.895,5178.317,968.4674,1520.4566,5242440.81,559064.442,834539.574,214719.725
713,758,S,9,1338969.8,75187.24,4385.648,28867.43,7720.1095,5182.693,NA,33510830,240760.28,33312.0054,23849.75,63043.77,19097009.8,12034.06152,12026.362,7475538,24337.926,40620.46,39170908.91,43245.227,1648.781,1994.7727,179.68,2713.94352,61985.1,11855.9574,372938.8,325947.249,143829.3885,20819883.7,3973.2571,380752.135,5370959.41,134457.592,32216.95181,232452.298,20297316.3,146099.29,21499653.06,99957.76,25553.225,6330.593,5183474.02,166244.47,15932.58,157643.1795,3903.437,84120.1316,1053.3329,6210548.08,389991.52,729569.936,184235.842
